 [0]: Zostałem postrzelony, Chcę naprawę, lamport = 0
 [1]: Zostałem postrzelony, Chcę naprawę, lamport = 0
 [0]: Wysyłam Potrzebe doku do 0, lamport = 1
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 0, lamport = 60
 [1]: Wysyłam Potrzebe doku do 0, lamport = 60
 [1]: Wysyłam Potrzebe doku do 1, lamport = 60
 [1]: Wysyłam Potrzebe doku do 2, lamport = 60
 [1]: Wysyłam Potrzebe doku do 3, lamport = 60
 [1]: Wysyłam Potrzebe doku do 4, lamport = 60
 [1]: Wysyłam Potrzebe doku do 5, lamport = 60
 [1]: Wysyłam Potrzebe doku do 6, lamport = 60
 [1]: Wysyłam Potrzebe doku do 7, lamport = 60
 [1]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 60
 [6]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 61
 [4]: Otrzymałem Potrzebe Mechaników od 4, lamport = 61
 [4]: Wysyłam Potwierdzenie o Mechanikach do 4, lamport = 61
 [3]: Otrzymałem Potrzebe doku od 1, lamport = 61
 [3]: Wysyłam Potwierdzenie o Doku do 1, lamport = 61
 [2]: Otrzymałem Potrzebe doku od 1, lamport = 61
 [2]: Wysyłam Potwierdzenie o Doku do 1, lamport = 61
 [0]: Otrzymałem Potrzebe doku od 1, lamport = 61
 [0]: Wysyłam Potwierdzenie o Doku do 1, lamport = 61
 [7]: Otrzymałem Potrzebe doku od 1, lamport = 61
 [7]: Wysyłam Potwierdzenie o Doku do 1, lamport = 61
 [5]: Otrzymałem Potrzebe doku od 1, lamport = 61
 [5]: Wysyłam Potwierdzenie o Doku do 1, lamport = 61
 [1]: Otrzymałem Potrzebe doku od 1, lamport = 61
 [1]: Wysyłam Potwierdzenie o Doku do 1, lamport = 61
 [6]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 62
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 62
 [1]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 62
 [6]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 63
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 2, lamport = 63
 [1]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 63
 [6]: Otrzymałem Potrzebe Mechaników od 4, lamport = 64
 [6]: Wysyłam Potwierdzenie o Mechanikach do 4, lamport = 64
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 64
 [1]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 64
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 6, lamport = 65
 [6]: Otrzymałem Potrzebe doku od 1, lamport = 65
 [6]: Wysyłam Potwierdzenie o Doku do 1, lamport = 65
 [1]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 65
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 7, lamport = 66
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 1, lamport = 67
 [4]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 68
 [4]: Otrzymałem Potrzebe doku od 1, lamport = 69
 [4]: Wysyłam Potwierdzenie o Doku do 1, lamport = 69
 [1]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 70
 [1]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 71
 [1]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 72
 [1]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 73
 [1]: Wylądowałem w doku, Jestem w sekcji krytycznej 1, lamport = 73
 [1]: Wysyłam Potrzebe Mechaników do 0, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 1, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 2, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 3, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 4, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 5, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 6, lamport = 74
 [1]: Wysyłam Potrzebe Mechaników do 7, lamport = 74
 [1]: Żadanie o 2 Mechaników poszło do wszystkich, Chcę dostęp do sekcji krytycznej 2, lamport = 74
 [0]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [0]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [4]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [4]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [6]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [6]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [3]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [3]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [2]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [2]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [1]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [1]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [7]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [7]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [5]: Otrzymałem Potrzebe Mechaników od 1, lamport = 75
 [5]: Wysyłam Potwierdzenie o Mechanikach do 1, lamport = 75
 [5]: Zostałem postrzelony, Chcę naprawę, lamport = 75
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 1, lamport = 76
 [5]: Wysyłam Potrzebe doku do 0, lamport = 76
 [5]: Wysyłam Potrzebe doku do 1, lamport = 76
 [5]: Wysyłam Potrzebe doku do 2, lamport = 76
 [5]: Wysyłam Potrzebe doku do 3, lamport = 76
 [5]: Wysyłam Potrzebe doku do 4, lamport = 76
 [5]: Wysyłam Potrzebe doku do 5, lamport = 76
 [5]: Wysyłam Potrzebe doku do 6, lamport = 76
 [5]: Wysyłam Potrzebe doku do 7, lamport = 76
 [5]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 76
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 0, lamport = 77
 [0]: Otrzymałem Potrzebe doku od 5, lamport = 77
 [0]: Wysyłam Potwierdzenie o Doku do 5, lamport = 77
 [4]: Otrzymałem Potrzebe doku od 5, lamport = 77
 [4]: Wysyłam Potwierdzenie o Doku do 5, lamport = 77
 [6]: Otrzymałem Potrzebe doku od 5, lamport = 77
 [6]: Wysyłam Potwierdzenie o Doku do 5, lamport = 77
 [3]: Otrzymałem Potrzebe doku od 5, lamport = 77
 [3]: Wysyłam Potwierdzenie o Doku do 5, lamport = 77
 [7]: Otrzymałem Potrzebe doku od 5, lamport = 77
 [7]: Wysyłam Potwierdzenie o Doku do 5, lamport = 77
 [2]: Otrzymałem Potrzebe doku od 5, lamport = 77
 [2]: Wysyłam Potwierdzenie o Doku do 5, lamport = 77
 [2]: Zostałem postrzelony, Chcę naprawę, lamport = 77
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 2, lamport = 78
 [2]: Wysyłam Potrzebe doku do 0, lamport = 78
 [2]: Wysyłam Potrzebe doku do 1, lamport = 78
 [2]: Wysyłam Potrzebe doku do 2, lamport = 78
 [2]: Wysyłam Potrzebe doku do 3, lamport = 78
 [2]: Wysyłam Potrzebe doku do 4, lamport = 78
 [2]: Wysyłam Potrzebe doku do 5, lamport = 78
 [2]: Wysyłam Potrzebe doku do 6, lamport = 78
 [2]: Wysyłam Potrzebe doku do 7, lamport = 78
 [2]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 78
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 79
 [0]: Otrzymałem Potrzebe doku od 2, lamport = 79
 [0]: Wysyłam Potwierdzenie o Doku do 2, lamport = 79
 [7]: Otrzymałem Potrzebe doku od 2, lamport = 79
 [7]: Wysyłam Potwierdzenie o Doku do 2, lamport = 79
 [3]: Otrzymałem Potrzebe doku od 2, lamport = 79
 [3]: Wysyłam Potwierdzenie o Doku do 2, lamport = 79
 [4]: Otrzymałem Potrzebe doku od 2, lamport = 79
 [4]: Wysyłam Potwierdzenie o Doku do 2, lamport = 79
 [6]: Otrzymałem Potrzebe doku od 2, lamport = 79
 [6]: Wysyłam Potwierdzenie o Doku do 2, lamport = 79
 [3]: Naprawili mnie, zwalniam mechaników, Wychodzę z sekcji krytycznej 2, lamport = 79
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 80
 [2]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 0, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 1, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 2, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 3, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 4, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 5, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 6, lamport = 80
 [3]: Wysyłam Zwolnienie trzymanych mechaników do 7, lamport = 80
 [3]: Koniec naprawy, zwalniam dok, wracam do walki,Wyszedłem z sekcji krytycznej 2 oraz jestem w trakcie wychodzenia z sekcji krytycznej 1, lamport = 80
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 81
 [2]: Otrzymałem Potrzebe doku od 2, lamport = 81
 [2]: Wysyłam Potwierdzenie o Doku do 2, lamport = 81
 [0]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 81
 [6]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 81
 [7]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 81
 [3]: Wysyłam Zwalniam dok do 0, lamport = 81
 [3]: Wysyłam Zwalniam dok do 1, lamport = 81
 [3]: Wysyłam Zwalniam dok do 2, lamport = 81
 [4]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 81
 [6]: Dostałem 30 Mechaników, start naprawy, Jestem w sekcji krytycznej 2, lamport = 81
 [3]: Wysyłam Zwalniam dok do 3, lamport = 81
 [3]: Wysyłam Zwalniam dok do 4, lamport = 81
 [3]: Wysyłam Zwalniam dok do 5, lamport = 81
 [3]: Wysyłam Zwalniam dok do 6, lamport = 81
 [3]: Wysyłam Zwalniam dok do 7, lamport = 81
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 6, lamport = 82
 [2]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 82
 [0]: Otrzymałem Zwalniam dok od 3, lamport = 82
 [4]: Otrzymałem Zwalniam dok od 3, lamport = 82
 [4]: Dostałem 4 Mechaników, start naprawy, Jestem w sekcji krytycznej 2, lamport = 82
 [3]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 82
 [7]: Otrzymałem Zwalniam dok od 3, lamport = 82
 [6]: Otrzymałem Zwalniam dok od 3, lamport = 82
 [1]: Otrzymałem Potwierdzenie o Mechanikach od 7, lamport = 83
 [3]: Otrzymałem Zwalniam dok od 3, lamport = 83
 [1]: Otrzymałem Potrzebe doku od 5, lamport = 84
 [1]: Wysyłam Potwierdzenie o Doku do 5, lamport = 84
 [5]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 85
 [1]: Otrzymałem Potrzebe doku od 2, lamport = 85
 [1]: Wysyłam Potwierdzenie o Doku do 2, lamport = 85
 [5]: Otrzymałem Potrzebe doku od 5, lamport = 86
 [5]: Wysyłam Potwierdzenie o Doku do 5, lamport = 86
 [2]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 86
 [1]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 86
 [5]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 87
 [2]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 87
 [1]: Otrzymałem Zwalniam dok od 3, lamport = 87
 [1]: Dostałem 2 Mechaników, start naprawy, Jestem w sekcji krytycznej 2, lamport = 87
 [5]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 88
 [2]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 88
 [5]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 89
 [5]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 90
 [5]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 91
 [5]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 92
 [5]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 93
 [5]: Otrzymałem Potrzebe doku od 2, lamport = 94
 [5]: Wysyłam Potwierdzenie o Doku do 2, lamport = 94
 [2]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 95
 [5]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 95
 [2]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 96
 [5]: Otrzymałem Zwalniam dok od 3, lamport = 96
 [5]: Wylądowałem w doku, Jestem w sekcji krytycznej 1, lamport = 96
 [2]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 0, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 1, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 2, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 3, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 4, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 5, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 6, lamport = 97
 [5]: Wysyłam Potrzebe Mechaników do 7, lamport = 97
 [5]: Żadanie o 20 Mechaników poszło do wszystkich, Chcę dostęp do sekcji krytycznej 2, lamport = 97
 [2]: Otrzymałem Zwolnienie trzymanych mechaników od 3, lamport = 98
 [3]: Otrzymałem Potrzebe Mechaników od 5, lamport = 98
 [3]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 98
 [7]: Otrzymałem Potrzebe Mechaników od 5, lamport = 98
 [7]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 98
 [0]: Otrzymałem Potrzebe Mechaników od 5, lamport = 98
 [0]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 98
 [4]: Otrzymałem Potrzebe Mechaników od 5, lamport = 98
 [4]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 98
 [6]: Otrzymałem Potrzebe Mechaników od 5, lamport = 98
 [6]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 98
 [1]: Otrzymałem Potrzebe Mechaników od 5, lamport = 98
 [1]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 98
 [7]: Zostałem postrzelony, Chcę naprawę, lamport = 98
 [2]: Otrzymałem Zwalniam dok od 3, lamport = 99
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 0, lamport = 99
 [7]: Wysyłam Potrzebe doku do 0, lamport = 99
 [7]: Wysyłam Potrzebe doku do 1, lamport = 99
 [7]: Wysyłam Potrzebe doku do 2, lamport = 99
 [7]: Wysyłam Potrzebe doku do 3, lamport = 99
 [7]: Wysyłam Potrzebe doku do 4, lamport = 99
 [7]: Wysyłam Potrzebe doku do 5, lamport = 99
 [7]: Wysyłam Potrzebe doku do 6, lamport = 99
 [7]: Wysyłam Potrzebe doku do 7, lamport = 99
 [7]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 99
 [2]: Otrzymałem Potrzebe Mechaników od 5, lamport = 100
 [2]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 100
 [5]: Otrzymałem Potrzebe Mechaników od 5, lamport = 100
 [5]: Wysyłam Potwierdzenie o Mechanikach do 5, lamport = 100
 [0]: Otrzymałem Potrzebe doku od 7, lamport = 100
 [0]: Wysyłam Potwierdzenie o Doku do 7, lamport = 100
 [1]: Otrzymałem Potrzebe doku od 7, lamport = 100
 [1]: Wysyłam Potwierdzenie o Doku do 7, lamport = 100
 [3]: Otrzymałem Potrzebe doku od 7, lamport = 100
 [3]: Wysyłam Potwierdzenie o Doku do 7, lamport = 100
 [6]: Otrzymałem Potrzebe doku od 7, lamport = 100
 [6]: Wysyłam Potwierdzenie o Doku do 7, lamport = 100
 [4]: Otrzymałem Potrzebe doku od 7, lamport = 100
 [4]: Wysyłam Potwierdzenie o Doku do 7, lamport = 100
 [1]: Naprawili mnie, zwalniam mechaników, Wychodzę z sekcji krytycznej 2, lamport = 100
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 101
 [2]: Otrzymałem Potrzebe doku od 7, lamport = 101
 [2]: Wysyłam Potwierdzenie o Doku do 7, lamport = 101
 [7]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 0, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 1, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 2, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 3, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 4, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 5, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 6, lamport = 101
 [1]: Wysyłam Zwolnienie trzymanych mechaników do 7, lamport = 101
 [1]: Koniec naprawy, zwalniam dok, wracam do walki,Wyszedłem z sekcji krytycznej 2 oraz jestem w trakcie wychodzenia z sekcji krytycznej 1, lamport = 101
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 1, lamport = 102
 [7]: Otrzymałem Potrzebe doku od 7, lamport = 102
 [7]: Wysyłam Potwierdzenie o Doku do 7, lamport = 102
 [2]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 102
 [3]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 102
 [0]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 102
 [4]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 102
 [6]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 102
 [1]: Wysyłam Zwalniam dok do 0, lamport = 102
 [1]: Wysyłam Zwalniam dok do 1, lamport = 102
 [1]: Wysyłam Zwalniam dok do 2, lamport = 102
 [1]: Wysyłam Zwalniam dok do 3, lamport = 102
 [1]: Wysyłam Zwalniam dok do 4, lamport = 102
 [1]: Wysyłam Zwalniam dok do 5, lamport = 102
 [1]: Wysyłam Zwalniam dok do 6, lamport = 102
 [1]: Wysyłam Zwalniam dok do 7, lamport = 102
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 6, lamport = 103
 [7]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 103
 [6]: Otrzymałem Zwalniam dok od 1, lamport = 103
 [0]: Otrzymałem Zwalniam dok od 1, lamport = 103
 [4]: Otrzymałem Zwalniam dok od 1, lamport = 103
 [2]: Otrzymałem Zwalniam dok od 1, lamport = 103
 [2]: Wylądowałem w doku, Jestem w sekcji krytycznej 1, lamport = 103
 [3]: Otrzymałem Zwalniam dok od 1, lamport = 103
 [1]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 103
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 7, lamport = 104
 [7]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 0, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 1, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 2, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 3, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 4, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 5, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 6, lamport = 104
 [2]: Wysyłam Potrzebe Mechaników do 7, lamport = 104
 [2]: Żadanie o 30 Mechaników poszło do wszystkich, Chcę dostęp do sekcji krytycznej 2, lamport = 104
 [1]: Otrzymałem Zwalniam dok od 1, lamport = 104
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 2, lamport = 105
 [7]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 105
 [0]: Otrzymałem Potrzebe Mechaników od 2, lamport = 105
 [0]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 105
 [4]: Otrzymałem Potrzebe Mechaników od 2, lamport = 105
 [4]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 105
 [6]: Otrzymałem Potrzebe Mechaników od 2, lamport = 105
 [6]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 105
 [3]: Otrzymałem Potrzebe Mechaników od 2, lamport = 105
 [3]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 105
 [1]: Otrzymałem Potrzebe Mechaników od 2, lamport = 105
 [1]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 105
 [0]: Zostałem postrzelony, Chcę naprawę, lamport = 105
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 106
 [7]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 106
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 0, lamport = 106
 [0]: Wysyłam Potrzebe doku do 0, lamport = 106
 [0]: Wysyłam Potrzebe doku do 1, lamport = 106
 [0]: Wysyłam Potrzebe doku do 2, lamport = 106
 [0]: Wysyłam Potrzebe doku do 3, lamport = 106
 [0]: Wysyłam Potrzebe doku do 4, lamport = 106
 [0]: Wysyłam Potrzebe doku do 5, lamport = 106
 [0]: Wysyłam Potrzebe doku do 6, lamport = 106
 [0]: Wysyłam Potrzebe doku do 7, lamport = 106
 [0]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 106
 [5]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 107
 [7]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 107
 [2]: Otrzymałem Potrzebe Mechaników od 2, lamport = 107
 [2]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 107
 [4]: Otrzymałem Potrzebe doku od 0, lamport = 107
 [4]: Wysyłam Potwierdzenie o Doku do 0, lamport = 107
 [0]: Otrzymałem Potrzebe doku od 0, lamport = 107
 [0]: Wysyłam Potwierdzenie o Doku do 0, lamport = 107
 [6]: Otrzymałem Potrzebe doku od 0, lamport = 107
 [6]: Wysyłam Potwierdzenie o Doku do 0, lamport = 107
 [1]: Otrzymałem Potrzebe doku od 0, lamport = 107
 [1]: Wysyłam Potwierdzenie o Doku do 0, lamport = 107
 [3]: Otrzymałem Potrzebe doku od 0, lamport = 107
 [3]: Wysyłam Potwierdzenie o Doku do 0, lamport = 107
 [4]: Naprawili mnie, zwalniam mechaników, Wychodzę z sekcji krytycznej 2, lamport = 107
 [6]: Naprawili mnie, zwalniam mechaników, Wychodzę z sekcji krytycznej 2, lamport = 107
 [5]: Otrzymałem Potrzebe doku od 7, lamport = 108
 [5]: Wysyłam Potwierdzenie o Doku do 7, lamport = 108
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 2, lamport = 108
 [0]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 0, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 1, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 2, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 3, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 4, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 5, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 6, lamport = 108
 [4]: Wysyłam Zwolnienie trzymanych mechaników do 7, lamport = 108
 [4]: Koniec naprawy, zwalniam dok, wracam do walki,Wyszedłem z sekcji krytycznej 2 oraz jestem w trakcie wychodzenia z sekcji krytycznej 1, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 0, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 1, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 2, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 3, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 4, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 5, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 6, lamport = 108
 [6]: Wysyłam Zwolnienie trzymanych mechaników do 7, lamport = 108
 [6]: Koniec naprawy, zwalniam dok, wracam do walki,Wyszedłem z sekcji krytycznej 2 oraz jestem w trakcie wychodzenia z sekcji krytycznej 1, lamport = 108
 [7]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 109
 [5]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 109
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 109
 [0]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 109
 [1]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 109
 [4]: Wysyłam Zwalniam dok do 0, lamport = 109
 [3]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 109
 [6]: Wysyłam Zwalniam dok do 0, lamport = 109
 [6]: Wysyłam Zwalniam dok do 1, lamport = 109
 [6]: Wysyłam Zwalniam dok do 2, lamport = 109
 [6]: Wysyłam Zwalniam dok do 3, lamport = 109
 [6]: Wysyłam Zwalniam dok do 4, lamport = 109
 [6]: Wysyłam Zwalniam dok do 5, lamport = 109
 [6]: Wysyłam Zwalniam dok do 6, lamport = 109
 [6]: Wysyłam Zwalniam dok do 7, lamport = 109
 [4]: Wysyłam Zwalniam dok do 1, lamport = 109
 [4]: Wysyłam Zwalniam dok do 2, lamport = 109
 [4]: Wysyłam Zwalniam dok do 3, lamport = 109
 [4]: Wysyłam Zwalniam dok do 4, lamport = 109
 [4]: Wysyłam Zwalniam dok do 5, lamport = 109
 [4]: Wysyłam Zwalniam dok do 6, lamport = 109
 [4]: Wysyłam Zwalniam dok do 7, lamport = 109
 [7]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 110
 [5]: Otrzymałem Zwalniam dok od 1, lamport = 110
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 110
 [1]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 110
 [3]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 110
 [3]: Zostałem postrzelony, Chcę naprawę, lamport = 110
 [6]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 110
 [4]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 110
 [7]: Otrzymałem Zwolnienie trzymanych mechaników od 1, lamport = 111
 [5]: Otrzymałem Potrzebe Mechaników od 2, lamport = 111
 [5]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 111
 [1]: Otrzymałem Zwalniam dok od 6, lamport = 111
 [3]: Wysyłam Potrzebe doku do 0, lamport = 111
 [3]: Wysyłam Potrzebe doku do 1, lamport = 111
 [3]: Wysyłam Potrzebe doku do 2, lamport = 111
 [3]: Wysyłam Potrzebe doku do 3, lamport = 111
 [3]: Wysyłam Potrzebe doku do 4, lamport = 111
 [3]: Wysyłam Potrzebe doku do 5, lamport = 111
 [3]: Wysyłam Potrzebe doku do 6, lamport = 111
 [3]: Wysyłam Potrzebe doku do 7, lamport = 111
 [3]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 111
 [6]: Otrzymałem Zwalniam dok od 6, lamport = 111
 [4]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 111
 [7]: Otrzymałem Zwalniam dok od 1, lamport = 112
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 112
